Run_accession	sample_type	community_type	feature	sample_host	material	sample_age	latitude	longitude	project_name	publication_year	geo_loc_name	sample_name	archive_project	archive_sample_accession
ERR4863321	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.594	3.919	SeguinOrlando2021	2021	France	MAS15	PRJEB41240	ERS5359150
ERR4863322	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.594	3.919	SeguinOrlando2021	2021	France	MAS15	PRJEB41240	ERS5359150
ERR4863323	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.594	3.919	SeguinOrlando2021	2021	France	MAS15	PRJEB41240	ERS5359150
ERR5295854	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.594	3.919	SeguinOrlando2021	2021	France	MAS15	PRJEB41240	ERS5359150
ERR5295855	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.594	3.919	SeguinOrlando2021	2021	France	MAS15	PRJEB41240	ERS5359150
ERR5295856	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.594	3.919	SeguinOrlando2021	2021	France	MAS15	PRJEB41240	ERS5359150
ERR4863264	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4600.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQCC	PRJEB41240	ERS5359137
ERR4863265	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4600.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQCC	PRJEB41240	ERS5359137
ERR4863266	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4600.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQCC	PRJEB41240	ERS5359137
ERR5295797	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4600.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQCC	PRJEB41240	ERS5359137
ERR5295798	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4600.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQCC	PRJEB41240	ERS5359137
ERR5295799	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4600.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQCC	PRJEB41240	ERS5359137
ERR4863267	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQEE	PRJEB41240	ERS5359139
ERR4863268	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQEE	PRJEB41240	ERS5359139
ERR4863269	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQEE	PRJEB41240	ERS5359139
ERR4863270	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQEE	PRJEB41240	ERS5359139
ERR4863271	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQEE	PRJEB41240	ERS5359139
ERR5295800	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQEE	PRJEB41240	ERS5359139
ERR5295801	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQEE	PRJEB41240	ERS5359139
ERR5295802	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQEE	PRJEB41240	ERS5359139
ERR5295803	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQEE	PRJEB41240	ERS5359139
ERR5295804	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQEE	PRJEB41240	ERS5359139
ERR4863272	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQFF	PRJEB41240	ERS5359140
ERR4863273	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQFF	PRJEB41240	ERS5359140
ERR4863274	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQFF	PRJEB41240	ERS5359140
ERR5295805	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQFF	PRJEB41240	ERS5359140
ERR5295806	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQFF	PRJEB41240	ERS5359140
ERR5295807	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQFF	PRJEB41240	ERS5359140
ERR4863275	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQHH	PRJEB41240	ERS5359142
ERR4863276	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQHH	PRJEB41240	ERS5359142
ERR4863277	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQHH	PRJEB41240	ERS5359142
ERR5295808	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQHH	PRJEB41240	ERS5359142
ERR5295809	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQHH	PRJEB41240	ERS5359142
ERR5295810	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQHH	PRJEB41240	ERS5359142
ERR4863278	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQV	PRJEB41240	ERS5359141
ERR4863279	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQV	PRJEB41240	ERS5359141
ERR4863280	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQV	PRJEB41240	ERS5359141
ERR4863281	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQV	PRJEB41240	ERS5359141
ERR4863282	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQV	PRJEB41240	ERS5359141
ERR5295811	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQV	PRJEB41240	ERS5359141
ERR5295812	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQV	PRJEB41240	ERS5359141
ERR5295813	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQV	PRJEB41240	ERS5359141
ERR5295814	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQV	PRJEB41240	ERS5359141
ERR5295815	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQV	PRJEB41240	ERS5359141
ERR4863283	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQW	PRJEB41240	ERS5359138
ERR4863284	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQW	PRJEB41240	ERS5359138
ERR4863285	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQW	PRJEB41240	ERS5359138
ERR5295816	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQW	PRJEB41240	ERS5359138
ERR5295817	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQW	PRJEB41240	ERS5359138
ERR5295818	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4500.0	43.166	3.06	SeguinOrlando2021	2021	France	ROUQW	PRJEB41240	ERS5359138
ERR4863286	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTC	PRJEB41240	ERS5359143
ERR4863287	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTC	PRJEB41240	ERS5359143
ERR4863288	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTC	PRJEB41240	ERS5359143
ERR4863289	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTC	PRJEB41240	ERS5359143
ERR4863290	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTC	PRJEB41240	ERS5359143
ERR5295819	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTC	PRJEB41240	ERS5359143
ERR5295820	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTC	PRJEB41240	ERS5359143
ERR5295821	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTC	PRJEB41240	ERS5359143
ERR5295822	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTC	PRJEB41240	ERS5359143
ERR5295823	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTC	PRJEB41240	ERS5359143
ERR4863291	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTD	PRJEB41240	ERS5359144
ERR4863292	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTD	PRJEB41240	ERS5359144
ERR4863293	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTD	PRJEB41240	ERS5359144
ERR4863294	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTD	PRJEB41240	ERS5359144
ERR4863295	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTD	PRJEB41240	ERS5359144
ERR5295824	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTD	PRJEB41240	ERS5359144
ERR5295825	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTD	PRJEB41240	ERS5359144
ERR5295826	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTD	PRJEB41240	ERS5359144
ERR5295827	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTD	PRJEB41240	ERS5359144
ERR5295828	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4400.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTD	PRJEB41240	ERS5359144
ERR4863296	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTE	PRJEB41240	ERS5359145
ERR4863297	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTE	PRJEB41240	ERS5359145
ERR4863298	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTE	PRJEB41240	ERS5359145
ERR4863299	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTE	PRJEB41240	ERS5359145
ERR4863300	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTE	PRJEB41240	ERS5359145
ERR5295829	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTE	PRJEB41240	ERS5359145
ERR5295830	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTE	PRJEB41240	ERS5359145
ERR5295831	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTE	PRJEB41240	ERS5359145
ERR5295832	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTE	PRJEB41240	ERS5359145
ERR5295833	ancient_metagenome	skeletal tissue		Homo sapiens	bone	4000.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTE	PRJEB41240	ERS5359145
ERR4863301	ancient_metagenome	skeletal tissue		Homo sapiens	bone	3600.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTF	PRJEB41240	ERS5359146
ERR4863302	ancient_metagenome	skeletal tissue		Homo sapiens	bone	3600.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTF	PRJEB41240	ERS5359146
ERR4863303	ancient_metagenome	skeletal tissue		Homo sapiens	bone	3600.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTF	PRJEB41240	ERS5359146
ERR4863304	ancient_metagenome	skeletal tissue		Homo sapiens	bone	3600.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTF	PRJEB41240	ERS5359146
ERR4863305	ancient_metagenome	skeletal tissue		Homo sapiens	bone	3600.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTF	PRJEB41240	ERS5359146
ERR5295834	ancient_metagenome	skeletal tissue		Homo sapiens	bone	3600.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTF	PRJEB41240	ERS5359146
ERR5295835	ancient_metagenome	skeletal tissue		Homo sapiens	bone	3600.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTF	PRJEB41240	ERS5359146
ERR5295836	ancient_metagenome	skeletal tissue		Homo sapiens	bone	3600.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTF	PRJEB41240	ERS5359146
ERR5295837	ancient_metagenome	skeletal tissue		Homo sapiens	bone	3600.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTF	PRJEB41240	ERS5359146
ERR5295838	ancient_metagenome	skeletal tissue		Homo sapiens	bone	3600.0	43.149	3.06	SeguinOrlando2021	2021	France	TORTF	PRJEB41240	ERS5359146
ERR5729614	ancient_metagenome	oral		Homo sapiens	dental calculus	7100.0	44.557	22.026	Ottoni2021	2021	Serbia	LV8	PRJEB44313	ERS6256686
ERR5729615	ancient_metagenome	oral		Homo sapiens	dental calculus	10300.0	44.557	22.026	Ottoni2021	2021	Serbia	LV20	PRJEB44313	ERS6256687
ERR5729616	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	44.557	22.026	Ottoni2021	2021	Serbia	LV29	PRJEB44313	ERS6256688
ERR5729617	ancient_metagenome	oral		Homo sapiens	dental calculus	7300.0	44.557	22.026	Ottoni2021	2021	Serbia	LV32a	PRJEB44313	ERS6256689
ERR5729618	ancient_metagenome	oral		Homo sapiens	dental calculus	9500.0	44.557	22.026	Ottoni2021	2021	Serbia	LV50	PRJEB44313	ERS6256690
ERR5729619	ancient_metagenome	oral		Homo sapiens	dental calculus	9900.0	44.6	22.0	Ottoni2021	2021	Serbia	PAD9	PRJEB44313	ERS6256691
ERR5729620	ancient_metagenome	oral		Homo sapiens	dental calculus	7500.0	44.5	22.416	Ottoni2021	2021	Serbia	PAD12	PRJEB44313	ERS6256692
ERR5729621	ancient_metagenome	oral		Homo sapiens	dental calculus	9300.0	44.6	22.0	Ottoni2021	2021	Serbia	PAD16	PRJEB44313	ERS6256693
ERR5729622	ancient_metagenome	oral		Homo sapiens	dental calculus	7500.0	44.6	22.0	Ottoni2021	2021	Serbia	PAD20	PRJEB44313	ERS6256694
ERR5729623	ancient_metagenome	oral		Homo sapiens	dental calculus	7500.0	44.6	22.0	Ottoni2021	2021	Serbia	PAD25	PRJEB44313	ERS6256695
ERR5729624	ancient_metagenome	oral		Homo sapiens	dental calculus	7500.0	44.6	22.0	Ottoni2021	2021	Serbia	PAD26	PRJEB44313	ERS6256696
ERR5729625	ancient_metagenome	oral		Homo sapiens	dental calculus	8800.0	44.6	22.0	Ottoni2021	2021	Serbia	PAD30	PRJEB44313	ERS6256697
ERR5729626	ancient_metagenome	oral		Homo sapiens	dental calculus	7600.0	44.53	22.05	Ottoni2021	2021	Serbia	VL44	PRJEB44313	ERS6256698
ERR5729627	ancient_metagenome	oral		Homo sapiens	dental calculus	7000.0	44.53	22.05	Ottoni2021	2021	Serbia	H53	PRJEB44313	ERS6256699
ERR5729628	ancient_metagenome	oral		Homo sapiens	dental calculus	8100.0	44.53	22.05	Ottoni2021	2021	Serbia	H64	PRJEB44313	ERS6256700
ERR5729629	ancient_metagenome	oral		Homo sapiens	dental calculus	7600.0	44.53	22.05	Ottoni2021	2021	Serbia	VL43	PRJEB44313	ERS6256701
ERR5729630	ancient_metagenome	oral		Homo sapiens	dental calculus	8100.0	44.53	22.05	Ottoni2021	2021	Serbia	VL45	PRJEB44313	ERS6256702
ERR5729631	ancient_metagenome	oral		Homo sapiens	dental calculus	7600.0	44.53	22.05	Ottoni2021	2021	Serbia	VL48	PRJEB44313	ERS6256703
ERR5729632	ancient_metagenome	oral		Homo sapiens	dental calculus	7600.0	44.53	22.05	Ottoni2021	2021	Serbia	VL70	PRJEB44313	ERS6256704
ERR5729633	ancient_metagenome	oral		Homo sapiens	dental calculus	7500.0	44.636	22.3	Ottoni2021	2021	Serbia	HV16	PRJEB44313	ERS6256705
ERR5729634	ancient_metagenome	oral		Homo sapiens	dental calculus	8200.0	44.636	22.3	Ottoni2021	2021	Serbia	HV29	PRJEB44313	ERS6256706
ERR5729635	ancient_metagenome	oral		Homo sapiens	dental calculus	9500.0	44.0	15.05	Ottoni2021	2021	Croatia	VK1	PRJEB44313	ERS6256707
ERR5729636	ancient_metagenome	oral		Homo sapiens	dental calculus	7100.0	44.59	22.67	Ottoni2021	2021	Serbia	AJ9	PRJEB44313	ERS6256708
ERR5729637	ancient_metagenome	oral		Homo sapiens	dental calculus	12600.0	44.6	22.25	Ottoni2021	2021	Romania	CL2	PRJEB44313	ERS6256709
ERR5729639	ancient_metagenome	oral		Homo sapiens	dental calculus	9700.0	44.6	22.0	Ottoni2021	2021	Serbia	PAD18B	PRJEB44313	ERS6256711
ERR5729640	ancient_metagenome	oral		Homo sapiens	dental calculus	7400.0	44.62	22.61	Ottoni2021	2021	Romania	SC2	PRJEB44313	ERS6256712
ERR5729641	ancient_metagenome	oral		Homo sapiens	dental calculus	7400.0	44.62	22.61	Ottoni2021	2021	Romania	SC13	PRJEB44313	ERS6256713
ERR5729642	ancient_metagenome	oral		Homo sapiens	dental calculus	11600.0	41.96	13.56	Ottoni2021	2021	Italy	CT2 / GC 36 A	PRJEB44313	ERS6256714
ERR5729644	ancient_metagenome	oral		Homo sapiens	dental calculus	1150.0	41.96	13.56	Ottoni2021	2021	Italy	CT4 / GC 61 L	PRJEB44313	ERS6256716
ERR5729645	ancient_metagenome	oral		Homo sapiens	dental calculus	10600.0	41.96	13.56	Ottoni2021	2021	Italy	CT5 / GC 59	PRJEB44313	ERS6256717
ERR5729646	ancient_metagenome	oral		Homo sapiens	dental calculus	14800.0	41.96	13.56	Ottoni2021	2021	Italy	CT7 / GC 65	PRJEB44313	ERS6256718
ERR5729647	ancient_metagenome	oral		Homo sapiens	dental calculus	14800.0	41.96	13.56	Ottoni2021	2021	Italy	CT8 / GC 10 H	PRJEB44313	ERS6256719
ERR5729648	ancient_metagenome	oral		Homo sapiens	dental calculus	8300.0	41.96	13.56	Ottoni2021	2021	Italy	CT10 / GC 2	PRJEB44313	ERS6256720
ERR5729649	ancient_metagenome	oral		Homo sapiens	dental calculus	13800.0	41.96	13.56	Ottoni2021	2021	Italy	CT11 / GC 66	PRJEB44313	ERS6256721
ERR5729650	ancient_metagenome	oral		Homo sapiens	dental calculus	8300.0	41.96	13.56	Ottoni2021	2021	Italy	CT13 / GC 74	PRJEB44313	ERS6256722
ERR5729651	ancient_metagenome	oral		Homo sapiens	dental calculus	13800.0	41.96	13.56	Ottoni2021	2021	Italy	CT17 / GC 67	PRJEB44313	ERS6256723
ERR5729652	ancient_metagenome	oral		Homo sapiens	dental calculus	5700.0	44.162	8.328	Ottoni2021	2021	Italy	LG3b / AC T1 Tinè	PRJEB44313	ERS6256724
ERR5729653	ancient_metagenome	oral		Homo sapiens	dental calculus	5800.0	44.162	8.328	Ottoni2021	2021	Italy	LG7b / AC V BB	PRJEB44313	ERS6256725
ERR5729654	ancient_metagenome	oral		Homo sapiens	dental calculus	5800.0	44.162	8.328	Ottoni2021	2021	Italy	LG8b / AC VII BB	PRJEB44313	ERS6256726
ERR5729655	ancient_metagenome	oral		Homo sapiens	dental calculus	5800.0	44.162	8.328	Ottoni2021	2021	Italy	LG10b / AC IX BB	PRJEB44313	ERS6256727
ERR5729656	ancient_metagenome	oral		Homo sapiens	dental calculus	5800.0	44.2	8.33	Ottoni2021	2021	Italy	LG20b / AQ 1 ZAM	PRJEB44313	ERS6256728
ERR5729657	ancient_metagenome	oral		Homo sapiens	dental calculus	6300.0	44.2	8.33	Ottoni2021	2021	Italy	LG21a / AQ 1 RICH	PRJEB44313	ERS6256729
ERR9612721	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB001	PRJEB52394	ERS11702721
ERR9612722	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB001	PRJEB52394	ERS11702721
ERR9612723	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB002	PRJEB52394	ERS11702722
ERR9612724	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB002	PRJEB52394	ERS11702722
ERR9612725	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB003	PRJEB52394	ERS11702723
ERR9612726	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB003	PRJEB52394	ERS11702723
ERR9612727	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB004	PRJEB52394	ERS11702724
ERR9612728	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB004	PRJEB52394	ERS11702724
ERR9612729	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB005	PRJEB52394	ERS11702725
ERR9612730	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB005	PRJEB52394	ERS11702725
ERR9612731	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB006	PRJEB52394	ERS11702726
ERR9612732	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB006	PRJEB52394	ERS11702726
ERR9612733	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB007	PRJEB52394	ERS11702727
ERR9612734	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB007	PRJEB52394	ERS11702727
ERR9612735	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB008	PRJEB52394	ERS11702728
ERR9612736	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	43.182	-2.573	Velsko2022	2022	Spain	CMB008	PRJEB52394	ERS11702728
ERR9612737	ancient_metagenome	oral		Homo sapiens	dental calculus	500.0	38.247	-0.808	Velsko2022	2022	Spain	ELR003	PRJEB52394	ERS11702729
ERR9612738	ancient_metagenome	oral		Homo sapiens	dental calculus	500.0	38.247	-0.808	Velsko2022	2022	Spain	ELR004	PRJEB52394	ERS11702730
ERR9612739	ancient_metagenome	oral		Homo sapiens	dental calculus	500.0	38.247	-0.808	Velsko2022	2022	Spain	ELR006	PRJEB52394	ERS11702731
ERR9612740	ancient_metagenome	oral		Homo sapiens	dental calculus	500.0	38.247	-0.808	Velsko2022	2022	Spain	ELR008	PRJEB52394	ERS11702732
ERR9612741	ancient_metagenome	oral		Homo sapiens	dental calculus	500.0	38.247	-0.808	Velsko2022	2022	Spain	ELR010	PRJEB52394	ERS11702733
ERR9612742	ancient_metagenome	oral		Homo sapiens	dental calculus	900.0	38.696	-2.862	Velsko2022	2022	Spain	IVE002	PRJEB52394	ERS11702734
ERR9612743	ancient_metagenome	oral		Homo sapiens	dental calculus	900.0	38.696	-2.862	Velsko2022	2022	Spain	IVE003	PRJEB52394	ERS11702735
ERR9612744	ancient_metagenome	oral		Homo sapiens	dental calculus	900.0	38.696	-2.862	Velsko2022	2022	Spain	IVE005	PRJEB52394	ERS11702736
ERR9612745	ancient_metagenome	oral		Homo sapiens	dental calculus	900.0	38.696	-2.862	Velsko2022	2022	Spain	IVE005	PRJEB52394	ERS11702737
ERR9612746	ancient_metagenome	oral		Homo sapiens	dental calculus	900.0	38.696	-2.862	Velsko2022	2022	Spain	IVE007	PRJEB52394	ERS11702738
ERR9612747	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	52.548	4.914	Velsko2022	2022	Netherlands	MID022	PRJEB52394	ERS11702739
ERR9612748	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	52.548	4.914	Velsko2022	2022	Netherlands	MID022	PRJEB52394	ERS11702739
ERR9612749	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	52.548	4.914	Velsko2022	2022	Netherlands	MID023	PRJEB52394	ERS11702740
ERR9612750	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	52.548	4.914	Velsko2022	2022	Netherlands	MID023	PRJEB52394	ERS11702740
ERR9612751	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	52.548	4.914	Velsko2022	2022	Netherlands	MID024	PRJEB52394	ERS11702741
ERR9612752	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	52.548	4.914	Velsko2022	2022	Netherlands	MID024	PRJEB52394	ERS11702741
ERR9612753	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	52.548	4.914	Velsko2022	2022	Netherlands	MID025	PRJEB52394	ERS11702742
ERR9612754	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	52.548	4.914	Velsko2022	2022	Netherlands	MID025	PRJEB52394	ERS11702742
